refund_id,payment_id,user_id,refund_date,refund_amount_inr,refund_reason
1080,546,5294,20-Feb-25,17,Charged twice
1088,4032,3736,06-Aug-25,1998,Charged twice
1096,3879,5598,29-Sep-25,194,Charged twice
1101,1177,3053,29-Apr-25,380,Charged twice
1106,5578,1563,15-May-25,7005,Charged twice
1108,2396,7151,24-Dec-25,701,Charged twice
1113,11153,7280,02-May-25,192,Charged twice
1122,2557,7450,25-Jul-25,164,Charged twice
1124,7362,99,27-Feb-25,7002,Charged twice
1129,2629,687,15-May-25,396,Charged twice
1130,4854,7830,02-Jun-25,18,Charged twice
1136,2787,5983,28-Jun-25,397,Charged twice
1140,515,5025,10-Feb-25,211,Charged twice
1147,2215,7068,01-Sep-25,414,Charged twice
1177,6004,844,19-Oct-25,176,Charged twice
1186,259,2068,08-May-25,1999,Charged twice
1194,9614,3365,14-Aug-25,166,Charged twice
1196,8729,6392,05-Aug-25,210,Charged twice
1199,6213,6282,07-Jan-26,200,Charged twice
1200,3748,5163,16-Jul-25,11,Charged twice
